Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,Distribute,GDP_USD
8.8,72.0,6.0,7.0,5.0,10.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
3.3,70.9,2.0,2.0,1.0,3.0,4.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
14.8,132.0,3.0,2.0,2.0,10.0,6.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
20.0,65.0,9.0,6.0,6.0,,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
5.5,72.0,3.0,2.0,2.0,6.0,6.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
7.6,43.0,4.0,,5.0,,4.2,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
12.6,74.0,14.0,14.0,8.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
3.37,54.0,4.0,4.0,2.0,,6.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
5.35,35.0,6.0,3.0,4.0,2.5,3.4,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
3.5,33.0,3.0,4.0,4.0,,,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,41.745,63.65
1.79,48.0,2.0,3.0,1.0,,,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
10.0,41.0,10.0,9.0,6.0,2.5,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
3.6,32.0,2.0,3.0,3.0,8.0,,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
11.99,175.0,,,4.0,10.0,7.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
5.1,75.0,4.0,3.0,3.0,7.0,5.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
4.05,34.0,4.0,4.0,5.0,,,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
12.0,50.0,3.0,3.0,4.0,12.0,4.5,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
12.5,112.0,2.0,1.0,1.0,12.0,5.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
3.95,79.0,3.0,,2.0,,5.0,yes,yes,gia lâm,hà nội,286102.0,116.7,17.0,2.452,51.39
6.95,60.0,9.0,9.0,5.0,6.0,4.5,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
16.5,53.0,,,7.0,,5.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
56.0,162.0,42.0,43.0,11.0,5.5,9.0,yes,yes,ngũ hành sơn,đà nẵng,90352.0,40.2,4.0,2.248,5.42
28.0,144.0,20.0,20.0,4.0,,8.0,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,32.439,63.65
6.4,72.0,4.0,3.0,3.0,,,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
8.5,55.0,,,4.0,5.0,4.3,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
6.45,72.0,4.0,3.0,3.0,6.0,,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
6.9,78.0,4.0,3.0,3.0,,5.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
5.8,52.0,6.0,4.0,5.0,3.0,4.0,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
5.7,35.0,3.0,4.0,5.0,,,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
4.3,56.0,2.0,3.0,2.0,5.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
3.68,51.9,2.0,1.0,1.0,5.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
15.0,39.0,3.0,3.0,5.0,,,yes,no,hoàn kiếm,hà nội,135618.0,5.3,18.0,25.588,51.39
6.7,32.0,3.0,3.0,5.0,4.0,3.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
20.0,240.0,6.0,6.0,2.0,12.0,11.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.45,48.0,4.0,3.0,4.0,5.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
3.75,44.0,3.0,4.0,2.0,5.0,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
10.0,710.0,10.0,13.0,5.0,,,yes,no,thuận an,bình dương,508433.0,83.7,10.0,6.074,19.28
20.0,99.0,28.0,28.0,9.0,,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
26.0,120.0,6.0,7.0,4.0,5.0,6.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.2,40.0,3.0,4.0,5.0,2.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
12.0,67.0,6.0,7.0,6.0,3.5,5.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
4.9,62.0,7.0,7.0,2.0,,,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
4.67,50.0,2.0,2.0,3.0,5.0,3.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
6.9,33.0,3.0,4.0,5.0,,,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
15.8,107.0,3.0,3.0,3.0,7.0,,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
3.65,40.0,4.0,4.0,4.0,,,yes,yes,ngô quyền,hải phòng,165309.0,11.3,8.0,14.629,15.97
17.7,81.0,7.0,4.0,5.0,,52.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
10.1,48.0,4.0,4.0,,4.0,3.2,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
5.3,50.0,4.0,5.0,3.0,6.0,5.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
26.0,100.0,,,5.0,,9.3,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
6.2,80.0,1.0,1.0,1.0,2.5,8.0,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.9,36.0,4.0,5.0,4.0,5.0,3.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
21.5,105.0,,,7.0,,7.5,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
3.85,53.0,3.0,3.0,3.0,7.0,4.0,yes,no,thanh khê,đà nẵng,236754.0,10.5,6.0,22.548,5.42
10.3,80.0,5.0,3.0,4.0,10.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
21.3,170.4,4.0,3.0,3.0,13.0,8.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
6.3,75.0,2.0,2.0,2.0,6.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
11.5,41.0,4.0,3.0,4.0,6.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
16.5,75.0,,,,4.0,8.8,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
5.8,60.0,4.0,3.0,4.0,,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
19.2,55.0,4.0,3.0,5.0,10.0,4.7,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
11.1,80.0,2.0,1.0,3.0,12.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
15.0,45.0,3.0,4.0,5.0,6.0,3.8,yes,yes,hoàn kiếm,hà nội,135618.0,5.3,18.0,25.588,51.39
7.8,100.0,6.0,7.0,3.0,5.0,5.0,no,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
4.79,38.7,3.0,2.0,2.0,4.0,3.2,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
15.5,73.0,13.0,13.0,5.0,8.0,4.2,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
5.7,50.0,2.0,2.0,,,4.0,yes,no,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
1.9,52.0,4.0,4.0,3.0,6.0,4.6,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
18.5,69.0,,,,4.0,4.2,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
4.65,40.0,4.0,4.0,4.0,3.0,3.3,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
10.3,52.0,3.0,,6.0,4.0,3.8,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
14.5,65.0,5.0,5.0,5.0,4.0,5.2,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
5.5,35.0,3.0,,5.0,2.5,4.2,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
24.0,90.0,4.0,6.0,6.0,8.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.8,45.0,3.0,4.0,3.0,4.0,4.5,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
10.1,50.0,4.0,4.0,5.0,2.0,5.0,yes,no,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
16.5,66.0,4.0,6.0,6.0,5.0,4.5,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
10.8,81.3,4.0,5.0,3.0,6.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
4.45,42.0,2.0,3.0,2.0,,,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,41.745,63.65
7.9,68.0,2.0,2.0,2.0,,5.3,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
2.25,40.5,2.0,3.0,1.0,,,yes,yes,quận 1,hồ chí minh,142625.0,7.7,10.0,18.523,63.65
3.2,30.0,3.0,2.0,2.0,2.0,2.5,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
13.0,100.0,6.0,7.0,5.0,12.0,5.0,yes,no,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
3.99,91.8,5.0,6.0,4.0,,,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
3.0,99.1,,,,5.0,5.0,yes,yes,thuận an,bình dương,508433.0,83.7,10.0,6.074,19.28
5.0,31.0,3.0,4.0,5.0,,5.9,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
13.0,90.0,4.0,,,12.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
2.86,56.0,2.0,3.0,2.0,,5.0,no,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
2.28,56.0,2.0,3.0,2.0,6.0,5.0,no,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,32.439,63.65
5.2,31.0,2.0,3.0,6.0,2.0,5.0,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
10.9,45.0,3.0,5.0,6.0,,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
8.7,37.0,3.0,3.0,6.0,5.0,3.5,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
1.45,48.0,3.0,3.0,2.0,5.0,5.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
2.19,60.5,2.0,3.0,1.0,,5.5,no,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
1.99,48.0,3.0,3.0,2.0,,,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
2.97,51.2,3.0,3.0,2.0,,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
13.8,70.0,3.0,4.0,5.0,4.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
4.95,33.0,3.0,4.0,5.0,3.0,3.3,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
8.7,60.0,4.0,4.0,7.0,3.5,7.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
5.35,30.0,3.0,3.0,5.0,,4.8,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.3,72.0,2.0,3.0,1.0,100.0,6.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
8.5,94.0,1.0,1.0,1.0,7.0,7.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
12.9,71.7,6.0,6.0,5.0,,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.3,72.0,3.0,3.0,3.0,7.5,7.5,yes,yes,liên chiểu,đà nẵng,166832.0,80.9,5.0,2.060,5.42
9.1,40.0,4.0,5.0,5.0,,,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
6.9,52.0,2.0,2.0,2.0,10.0,3.5,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
6.6,60.0,2.0,3.0,3.0,,36.0,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
6.95,56.0,4.0,4.0,3.0,,,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
3.6,45.0,3.0,2.0,2.0,2.5,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
13.5,90.0,4.0,3.0,3.0,12.0,12.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
17.8,75.0,16.0,16.0,6.0,,9.2,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
5.45,30.0,3.0,4.0,5.0,2.5,5.4,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
3.5,70.0,3.0,2.0,2.0,6.0,4.0,no,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
22.8,100.0,28.0,28.0,7.0,,6.4,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
3.64,60.0,4.0,4.0,3.0,,,yes,no,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
7.98,40.0,3.0,4.0,4.0,5.0,6.0,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
17.86,70.0,12.0,12.0,7.0,4.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
19.0,60.0,4.0,3.0,3.0,10.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
6.0,108.0,2.0,2.0,2.0,,,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
3.5,40.0,2.0,2.0,1.0,5.0,,no,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
3.72,73.9,3.0,4.0,,,,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
15.5,40.0,3.0,3.0,4.0,,5.8,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
16.0,97.0,5.0,6.0,4.0,8.0,5.8,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
16.5,90.0,5.0,6.0,4.0,8.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
29.9,350.0,6.0,7.0,5.0,6.0,7.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
1.98,32.93,3.0,4.0,3.0,5.0,3.7,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
6.3,60.0,4.0,3.0,3.0,5.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
5.95,81.0,3.0,2.0,2.0,6.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
7.4,90.0,2.0,2.0,1.0,10.0,5.0,no,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
8.95,46.0,3.0,2.0,3.0,2.0,4.1,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
16.5,52.8,2.0,3.0,2.0,,4.0,yes,yes,quận 1,hồ chí minh,142625.0,7.7,10.0,18.523,63.65
14.2,47.0,3.0,3.0,6.0,2.0,4.8,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
15.3,56.0,4.0,4.0,5.0,2.0,3.5,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
10.9,43.0,3.0,3.0,6.0,2.0,6.3,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
11.9,61.4,3.0,2.0,2.0,6.0,4.5,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
26.0,107.0,5.0,5.0,4.0,5.0,9.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
10.0,41.0,4.0,3.0,4.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
7.5,48.0,4.0,5.0,4.0,,,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,41.745,63.65
18.0,118.0,3.0,2.0,1.0,3.2,5.5,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
8.2,35.0,3.0,4.0,5.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
27.0,105.0,34.0,38.0,8.0,2.5,8.0,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
14.8,45.0,4.0,4.0,5.0,,5.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
17.3,58.0,4.0,4.0,5.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
18.0,115.0,28.0,28.0,6.0,7.0,5.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
5.69,95.0,4.0,3.0,3.0,7.0,5.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
5.9,57.1,5.0,5.0,4.0,5.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
8.5,51.0,7.0,5.0,5.0,,,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
7.6,34.0,3.0,4.0,5.0,2.5,4.2,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
8.35,56.0,6.0,7.0,4.0,5.0,,yes,no,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
3.68,72.6,4.0,5.0,3.0,,,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
10.4,50.0,10.0,,6.0,,5.0,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
15.0,112.0,14.0,12.0,5.0,6.0,6.2,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
30.3,202.0,10.0,10.0,5.0,10.0,8.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
4.75,66.0,4.0,4.0,4.0,,5.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
3.9,40.0,3.0,2.0,,,,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
7.8,45.0,4.0,4.0,6.0,3.0,4.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
3.1,65.0,2.0,2.0,2.0,10.0,4.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
3.55,57.5,2.0,2.0,2.0,5.0,5.25,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
3.98,69.6,4.0,5.0,3.0,,,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
3.98,75.0,3.0,3.0,3.0,8.0,6.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
7.2,64.37,2.0,3.0,,3.0,5.15,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
1.9,51.3,3.0,3.0,3.0,3.0,4.72,yes,yes,kiến an,hải phòng,118047.0,29.6,7.0,3.988,15.97
19.0,60.0,5.0,4.0,4.0,7.0,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
11.3,60.0,5.0,5.0,4.0,6.5,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
2.75,40.0,2.0,2.0,2.0,,,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
36.9,106.0,26.0,26.0,7.0,8.0,5.1,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
28.0,59.0,7.0,5.0,6.0,,4.7,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
2.59,44.0,3.0,3.0,3.0,,,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
2.87,86.0,4.0,5.0,2.0,,,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
3.1,82.0,,,1.0,4.5,4.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
3.69,71.8,5.0,6.0,4.0,,,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
3.2,53.9,4.0,3.0,3.0,5.5,5.0,yes,no,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
3.05,24.0,3.0,4.0,3.0,,,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
6.4,31.0,2.0,3.0,4.0,50.0,,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
3.65,60.0,3.0,4.0,4.0,,,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
1.3,40.0,2.0,2.0,2.0,8.0,8.0,yes,yes,đức hòa,long an,315711.0,425.1,20.0,743,6.74
3.06,60.0,4.0,4.0,2.0,4.0,,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
1.45,15.0,2.0,2.0,2.0,4.0,3.5,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
2.89,63.0,4.0,4.0,4.0,6.0,4.5,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
5.0,40.5,3.0,3.0,3.0,5.0,5.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
3.55,63.0,4.0,4.0,4.0,6.0,4.5,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,32.439,63.65
8.6,67.0,5.0,3.0,4.0,,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
14.5,55.0,,,7.0,,5.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
6.6,35.0,3.0,4.0,5.0,6.0,4.5,yes,yes,gia lâm,hà nội,286102.0,116.7,17.0,2.452,51.39
1.89,40.0,2.0,2.0,2.0,,,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
6.15,39.0,,,,3.0,4.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
5.6,55.0,3.0,3.0,3.0,,,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
1.46,30.0,2.0,2.0,2.0,3.0,,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
1.59,40.5,2.0,2.0,2.0,3.7,,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
11.3,53.0,5.0,6.0,7.0,3.0,6.8,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
4.6,67.0,3.0,1.0,2.0,,,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
5.5,28.0,4.0,4.0,4.0,,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
9.3,40.0,3.0,4.0,6.0,,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
4.2,60.0,,,4.0,7.0,4.0,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
4.3,35.0,4.0,,5.0,4.0,4.85,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
3.99,64.0,4.0,4.0,4.0,6.0,4.0,yes,yes,quận 5,hồ chí minh,159073.0,4.3,10.0,36.994,63.65
6.0,55.0,4.0,3.0,4.0,8.0,4.0,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
6.55,82.0,4.0,3.0,2.0,5.0,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
18.5,50.0,4.0,5.0,5.0,6.0,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
4.6,80.0,3.0,3.0,2.0,5.0,4.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
5.6,72.0,2.0,1.0,1.0,,,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
4.5,27.0,2.0,2.0,3.0,,,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
8.8,46.0,3.0,4.0,5.0,,,no,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
8.5,94.0,3.0,3.0,3.0,,,yes,yes,hồng bàng,hải phòng,177820.0,39.7,10.0,4.471,15.97
8.8,46.0,3.0,4.0,5.0,,,no,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
18.3,50.0,4.0,5.0,5.0,7.0,5.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
6.2,163.0,6.0,,3.0,10.0,5.0,yes,yes,sơn tây,hà nội,145856.0,117.4,13.0,1.242,51.39
6.6,97.0,4.0,3.0,2.0,,4.7,no,no,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
5.95,109.0,2.0,,,,7.4,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
3.95,28.0,2.0,3.0,3.0,3.0,,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
16.8,55.0,4.0,5.0,7.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
7.65,44.0,3.0,4.0,4.0,6.0,3.5,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
6.35,40.0,4.0,3.0,4.0,2.5,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
5.0,33.0,3.0,4.0,5.0,4.0,3.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
5.65,43.0,2.0,,2.0,,3.7,yes,no,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
