Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
5.7,44.0,2,2,2,8.0,,yes,no,Tân Phú, Hồ Chí Minh
7.93,36.0,3,4,6,3.0,4.0,yes,yes,Cầu Giấy, Hà Nội
8.6,72.0,5,4,4,6.0,,yes,no,Tân Phú, Hồ Chí Minh
19.2,52.0,4,5,7,5.0,4.5,yes,yes,Cầu Giấy, Hà Nội
6.8,36.0,3,4,5,3.0,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
11.5,73.3,4,4,3,,,yes,yes,Bình Tân, Hồ Chí Minh
40.0,120.0,,,7,5.0,6.5,yes,no,Ba Đình, Hà Nội
36.9,155.0,,,3,4.0,7.0,yes,no,Tây Hồ, Hà Nội
11.95,56.0,3,3,4,,,yes,no,Ba Đình, Hà Nội
12.5,80.0,5,6,5,8.0,5.4,yes,yes,Gò Vấp, Hồ Chí Minh
7.25,52.0,4,4,3,6.0,,yes,no,Tân Phú, Hồ Chí Minh
13.2,52.0,5,4,6,4.0,4.0,yes,yes,Tây Hồ, Hà Nội
21.4,58.0,5,5,7,6.0,5.0,yes,yes,Cầu Giấy, Hà Nội
16.0,113.0,14,15,,6.0,6.7,yes,no,Nha Trang, Khánh Hòa
36.0,153.0,5,7,5,8.0,8.0,yes,yes,Tân Bình, Hồ Chí Minh
15.8,48.0,4,5,6,5.0,5.0,yes,yes,Đống Đa, Hà Nội
5.3,26.0,3,4,4,,,yes,no,Quận 3, Hồ Chí Minh
18.9,65.0,12,12,7,,,yes,yes,Tây Hồ, Hà Nội
5.98,36.0,3,4,5,3.0,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
8.38,36.0,4,5,6,3.0,4.0,yes,yes,Ba Đình, Hà Nội
6.9,54.0,2,2,2,3.0,4.2,yes,yes,Phú Nhuận, Hồ Chí Minh
8.5,32.0,3,4,6,3.0,4.0,yes,yes,Tây Hồ, Hà Nội
6.55,30.0,4,5,5,,5.2,yes,yes,Thanh Xuân, Hà Nội
8.5,86.1,2,2,2,,5.8,yes,no,Quận 8, Hồ Chí Minh
6.0,40.0,3,2,2,,4.0,yes,yes,Hoàng Mai, Hà Nội
10.5,50.0,6,6,5,3.0,4.2,yes,yes,Cầu Giấy, Hà Nội
20.99,50.0,7,6,7,10.0,5.0,yes,yes,Đống Đa, Hà Nội
10.98,41.7,3,3,4,,,yes,yes,Hoàng Mai, Hà Nội
7.9,76.4,4,2,2,,5.0,yes,no,Quận 8, Hồ Chí Minh
4.7,52.0,2,2,2,5.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
8.9,35.0,4,5,5,7.0,4.5,yes,yes,Cầu Giấy, Hà Nội
7.4,64.0,6,5,4,5.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
31.0,102.0,5,5,6,,10.0,yes,yes,Tây Hồ, Hà Nội
10.8,58.0,14,14,6,2.0,3.6,yes,yes,Hai Bà Trưng, Hà Nội
8.5,105.0,4,3,3,,6.0,yes,no,Gò Vấp, Hồ Chí Minh
12.95,52.0,4,6,6,10.0,4.2,yes,yes,Long Biên, Hà Nội
7.5,70.0,2,2,3,,,yes,no,Bình Tân, Hồ Chí Minh
5.38,28.0,3,4,5,,,yes,no,Hoàng Mai, Hà Nội
224.0,320.0,7,5,6,7.0,11.0,yes,yes,Hoàn Kiếm, Hà Nội
8.2,68.0,9,8,5,10.0,,yes,no,Bình Tân, Hồ Chí Minh
5.48,25.0,3,3,4,,3.8,yes,yes,Hai Bà Trưng, Hà Nội
7.5,40.0,5,3,4,,,yes,no,Thanh Xuân, Hà Nội
2.05,90.0,2,1,,6.0,5.0,no,yes,Hóc Môn, Hồ Chí Minh
7.9,32.0,5,,5,,6.0,yes,no,Ba Đình, Hà Nội
13.6,48.0,5,4,6,,3.8,yes,yes,Tây Hồ, Hà Nội
6.7,30.0,2,3,3,4.0,3.8,yes,yes,Hà Đông, Hà Nội
36.0,185.0,5,5,5,7.0,8.0,yes,yes,Thanh Xuân, Hà Nội
36.0,138.0,9,9,6,,,yes,yes,Tây Hồ, Hà Nội
6.5,44.9,2,1,2,4.5,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
5.5,46.0,4,4,5,6.0,7.0,yes,yes,Ngô Quyền, Hải Phòng
4.2,45.0,2,2,2,5.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
7.4,88.0,2,1,1,5.0,,yes,yes,Gò Vấp, Hồ Chí Minh
8.8,40.0,4,5,7,2.5,3.5,yes,yes,Thanh Xuân, Hà Nội
25.0,96.0,4,3,4,10.0,5.0,yes,yes,Đống Đa, Hà Nội
10.9,40.0,5,6,5,,,yes,yes,Ba Đình, Hà Nội
5.8,54.0,4,3,4,8.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
62.0,130.0,10,8,8,9.0,5.7,yes,yes,Đống Đa, Hà Nội
2.6,55.0,3,3,3,6.0,,yes,yes,Phú Nhuận, Hồ Chí Minh
5.55,58.9,4,3,4,,3.5,yes,yes,Quận 8, Hồ Chí Minh
6.26,26.0,3,4,5,2.0,,yes,no,Hoàng Mai, Hà Nội
13.5,70.0,4,3,4,3.0,5.0,yes,yes,Cầu Giấy, Hà Nội
10.5,77.0,2,1,1,,,yes,no,Gò Vấp, Hồ Chí Minh
9.2,42.2,4,5,6,4.0,6.89,yes,yes,Long Biên, Hà Nội
4.3,54.0,3,3,2,7.0,3.6,yes,no,Quận 12, Hồ Chí Minh
1.79,29.5,2,2,2,2.0,9.0,yes,yes,Ninh Kiều, Cần Thơ
8.0,62.0,4,3,3,,,yes,yes,Gò Vấp, Hồ Chí Minh
4.9,167.0,3,2,1,7.0,4.0,yes,yes,Cần Giuộc, Long An
6.45,46.0,3,3,5,3.0,4.0,yes,yes,Hà Đông, Hà Nội
6.3,32.0,3,3,4,4.0,,yes,yes,Hà Đông, Hà Nội
5.5,43.1,4,2,4,,,yes,yes,Quận 12, Hồ Chí Minh
34.8,93.2,11,11,8,,,no,yes,Cầu Giấy, Hà Nội
7.15,50.0,4,,4,5.0,,yes,yes,Hà Đông, Hà Nội
5.8,48.0,3,4,3,5.0,4.8,yes,yes,Tân Bình, Hồ Chí Minh
12.8,60.0,4,4,4,5.0,4.0,yes,yes,Đống Đa, Hà Nội
1.4,18.0,2,3,3,6.0,3.0,yes,no,Bình Tân, Hồ Chí Minh
11.0,62.4,7,5,4,2.0,2.0,yes,yes,Hoàng Mai, Hà Nội
4.8,257.0,2,1,,10.0,6.0,yes,yes,Bà Rịa, Bà Rịa Vũng Tàu
0.425,125.0,6,4,2,10.0,8.2,yes,no,Cầu Giấy, Hà Nội
7.5,45.0,8,6,,,,yes,yes,Hoàng Mai, Hà Nội
9.3,44.0,1,1,1,3.5,4.4,yes,yes,Hoàng Mai, Hà Nội
13.6,40.0,6,,8,3.0,,yes,yes,Thanh Trì, Hà Nội
2.98,82.5,4,5,5,20.0,20.0,yes,yes,Gò Vấp, Hồ Chí Minh
2.15,60.0,2,2,2,5.0,6.0,yes,yes,Bình Thạnh, Hồ Chí Minh
36.8,150.0,5,5,5,,,yes,yes,Hoàng Mai, Hà Nội
5.4,100.0,3,4,3,4.0,5.0,yes,no,Quận 12, Hồ Chí Minh
7.5,143.0,4,4,2,6.0,5.5,yes,yes,Bình Tân, Hồ Chí Minh
5.5,42.1,4,3,4,3.0,3.6,yes,yes,Đan Phượng, Hà Nội
20.5,55.0,4,5,7,8.0,4.5,yes,yes,Long Biên, Hà Nội
6.5,60.0,4,3,5,3.0,5.9,yes,yes,Nam Từ Liêm, Hà Nội
7.2,78.0,5,5,5,,,yes,yes,Gò Vấp, Hồ Chí Minh
35.0,168.0,4,5,3,12.0,7.0,no,no,Quận 2, Hồ Chí Minh
3.05,40.3,2,2,2,2.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
1.6,108.0,2,1,,8.0,4.9,yes,yes,Long Điền, Bà Rịa Vũng Tàu
5.8,30.0,3,4,5,2.5,,yes,yes,Hoàng Mai, Hà Nội
18.3,56.0,4,5,7,5.0,6.0,yes,yes,Long Biên, Hà Nội
6.5,50.0,4,5,3,,4.2,yes,yes,Nhà Bè, Hồ Chí Minh
13.9,55.0,5,5,5,,4.2,yes,yes,Nam Từ Liêm, Hà Nội
12.0,43.0,6,6,6,,,yes,yes,Nam Từ Liêm, Hà Nội
5.99,100.0,4,3,2,4.0,,yes,no,Quận 12, Hồ Chí Minh
62.0,250.0,3,3,3,5.0,15.0,yes,yes,Ba Đình, Hà Nội
13.5,80.0,4,5,4,,4.0,yes,yes,Tân Bình, Hồ Chí Minh
17.9,55.0,4,4,4,,,yes,yes,Thanh Xuân, Hà Nội
8.8,84.0,4,5,4,6.0,,yes,yes,Nhà Bè, Hồ Chí Minh
6.25,52.7,,,,3.0,3.0,yes,yes,Long Biên, Hà Nội
5.5,81.0,2,2,2,7.0,7.0,yes,no,Thủ Đức, Hồ Chí Minh
11.8,242.0,2,2,2,4.0,6.0,yes,yes,Thủ Đức, Hồ Chí Minh
13.3,119.0,12,12,6,12.0,7.0,yes,yes,Quận 2, Hồ Chí Minh
10.5,51.0,4,3,3,4.5,,yes,yes,Đống Đa, Hà Nội
5.5,64.0,3,2,2,7.0,,yes,no,Thủ Đức, Hồ Chí Minh
31.0,102.0,16,18,8,4.0,7.8,yes,yes,Thanh Xuân, Hà Nội
3.63,85.0,4,5,4,30.0,6.0,yes,yes,Bình Thạnh, Hồ Chí Minh
4.95,30.5,3,4,5,,4.55,yes,no,Hà Đông, Hà Nội
4.83,70.0,3,3,2,,4.6,yes,no,Thủ Đức, Hồ Chí Minh
6.8,90.0,5,5,4,7.5,7.5,yes,yes,Liên Chiểu, Đà Nẵng
37.3,110.0,1,1,1,5.0,11.0,yes,yes,Tây Hồ, Hà Nội
10.7,43.0,6,4,5,,,yes,yes,Đống Đa, Hà Nội
13.8,92.5,5,5,4,14.0,,yes,no,Quận 7, Hồ Chí Minh
18.3,50.0,4,5,8,5.0,4.3,yes,yes,Long Biên, Hà Nội
11.5,65.0,4,,6,8.0,5.3,yes,yes,Thanh Trì, Hà Nội
23.8,50.0,5,4,,,,yes,yes,Hai Bà Trưng, Hà Nội
12.8,100.0,3,3,3,,5.0,yes,no,Sơn Trà, Đà Nẵng
7.0,120.0,5,5,3,12.0,,yes,no,Nhà Bè, Hồ Chí Minh
9.0,38.0,3,4,5,3.0,4.5,yes,yes,Ba Đình, Hà Nội
49.0,164.0,5,5,3,2.5,9.0,yes,yes,Tây Hồ, Hà Nội
4.39,84.0,4,5,5,20.0,8.0,yes,yes,Gò Vấp, Hồ Chí Minh
19.9,70.0,4,6,8,6.0,5.0,yes,yes,Long Biên, Hà Nội
5.6,62.0,4,5,3,7.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
19.3,59.0,6,7,7,7.0,4.5,yes,yes,Cầu Giấy, Hà Nội
4.35,60.0,3,2,3,7.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
15.0,85.0,20,20,6,,6.4,yes,yes,Cầu Giấy, Hà Nội
65.0,128.0,5,4,6,10.0,7.0,yes,yes,Cầu Giấy, Hà Nội
53.5,125.0,3,3,3,8.0,8.2,yes,yes,Cầu Giấy, Hà Nội
6.7,41.0,4,5,6,,4.0,yes,yes,Nam Từ Liêm, Hà Nội
30.9,62.0,4,4,,,,yes,yes,Hai Bà Trưng, Hà Nội
6.4,97.4,3,2,2,6.0,4.0,yes,yes,Nha Trang, Khánh Hòa
5.4,81.0,2,2,2,7.0,5.0,yes,yes,Quận 9, Hồ Chí Minh
7.55,102.0,4,,,5.0,6.0,yes,no,Thủ Đức, Hồ Chí Minh
4.5,36.5,2,3,1,,,yes,yes,Quận 5, Hồ Chí Minh
10.5,95.0,4,5,4,8.0,5.0,yes,no,Nhà Bè, Hồ Chí Minh
4.9,60.0,2,3,2,3.5,4.75,yes,yes,Ngũ Hành Sơn, Đà Nẵng
27.0,96.0,36,37,,,,yes,yes,Cầu Giấy, Hà Nội
3.15,62.0,2,1,,7.0,4.0,yes,no,Nha Trang, Khánh Hòa
5.18,40.0,3,2,2,,3.3,yes,yes,Tân Bình, Hồ Chí Minh
1.79,28.0,2,2,2,,,no,yes,Thanh Xuân, Hà Nội
18.9,58.0,4,4,5,,5.0,yes,yes,Hai Bà Trưng, Hà Nội
8.0,40.0,2,2,2,5.0,,yes,no,Quận 5, Hồ Chí Minh
4.99,110.0,12,12,2,7.0,,yes,no,Nhà Bè, Hồ Chí Minh
2.97,70.4,4,5,4,25.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
3.28,80.0,3,5,4,25.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
8.3,72.0,5,4,3,,5.6,yes,yes,Quận 3, Hồ Chí Minh
6.5,33.0,4,4,5,,,yes,no,Hoàng Mai, Hà Nội
2.15,44.0,2,3,1,,,yes,yes,Phú Nhuận, Hồ Chí Minh
3.7,995.0,4,2,2,4.0,11.0,yes,yes,Đức Trọng, Lâm Đồng
9.0,46.0,3,3,4,4.0,3.6,yes,yes,Quận 5, Hồ Chí Minh
1.96,66.0,3,3,3,25.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
18.0,58.0,5,4,5,,4.0,yes,yes,Cầu Giấy, Hà Nội
4.28,93.0,3,3,4,20.0,6.0,yes,yes,Bình Thạnh, Hồ Chí Minh
32.0,99.0,28,28,,,,yes,yes,Bắc Từ Liêm, Hà Nội
17.5,70.0,6,6,6,4.0,5.2,yes,yes,Hoàng Mai, Hà Nội
28.8,72.0,6,4,5,5.0,5.0,yes,yes,Cầu Giấy, Hà Nội
3.87,86.0,3,4,3,6.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
6.0,54.0,4,3,4,3.0,3.5,no,no,Quận 8, Hồ Chí Minh
4.1,88.0,2,4,1,7.5,8.5,yes,yes,Liên Chiểu, Đà Nẵng
24.3,51.0,5,7,7,,5.7,yes,yes,Tây Hồ, Hà Nội
15.5,48.0,5,5,7,12.0,4.0,yes,yes,Hà Đông, Hà Nội
12.5,38.0,3,,6,,7.0,yes,yes,Đống Đa, Hà Nội
14.0,102.0,27,27,7,,6.4,yes,yes,Nha Trang, Khánh Hòa
3.75,31.0,3,3,4,,,yes,yes,Hà Đông, Hà Nội
4.5,143.0,3,2,2,5.0,6.5,yes,yes,Thủ Dầu Một, Bình Dương
6.7,33.0,5,4,4,6.0,5.5,yes,yes,Hà Đông, Hà Nội
10.8,40.0,3,4,5,6.0,4.0,yes,yes,Hoàng Mai, Hà Nội
4.5,25.0,3,4,5,,,yes,yes,Thanh Xuân, Hà Nội
6.75,30.0,3,3,5,6.0,4.0,yes,yes,Hà Đông, Hà Nội
6.1,35.0,4,3,4,2.0,,yes,yes,Hoàng Mai, Hà Nội
26.0,260.0,4,3,4,6.0,13.0,yes,yes,Hoàng Mai, Hà Nội
6.95,46.0,3,3,3,3.0,,yes,yes,Thanh Xuân, Hà Nội
25.5,70.0,6,6,6,6.0,5.0,yes,yes,Cầu Giấy, Hà Nội
5.8,64.0,2,2,1,6.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
2.99,91.0,2,2,1,2.0,6.0,yes,no,Hải Châu, Đà Nẵng
7.8,100.0,2,2,2,,,yes,no,Bình Thạnh, Hồ Chí Minh
11.95,50.6,4,3,4,13.0,4.21,yes,no,Hà Đông, Hà Nội
11.85,56.0,6,4,5,,4.1,yes,no,Hoàng Mai, Hà Nội
11.8,46.0,4,5,7,3.5,4.0,yes,yes,Long Biên, Hà Nội
4.3,60.0,4,5,2,13.0,13.0,yes,yes,Thuận An, Bình Dương
7.2,46.7,4,4,4,8.0,3.0,yes,yes,Bình Thạnh, Hồ Chí Minh
13.3,57.0,,,,3.0,4.5,yes,yes,Ba Đình, Hà Nội
20.0,60.0,4,4,5,10.0,4.5,yes,yes,Ba Đình, Hà Nội
36.0,65.0,21,22,9,,6.9,yes,yes,Đống Đa, Hà Nội
11.9,45.0,4,5,5,7.0,7.2,yes,yes,Tân Bình, Hồ Chí Minh
7.89,46.0,4,4,4,5.0,4.0,no,no,Bình Thạnh, Hồ Chí Minh
14.0,101.4,19,20,7,,15.5,yes,no,Nha Trang, Khánh Hòa
22.0,152.0,4,3,4,6.0,6.0,yes,yes,Long Biên, Hà Nội
16.0,39.0,3,,7,,,yes,yes,Thanh Xuân, Hà Nội
20.0,60.0,4,4,5,6.0,5.0,yes,yes,Cầu Giấy, Hà Nội
27.0,594.0,9,9,2,10.0,33.0,yes,yes,Bình Tân, Hồ Chí Minh
22.0,100.0,4,4,5,6.0,5.0,yes,yes,Long Biên, Hà Nội
22.0,90.0,4,6,7,6.0,5.0,yes,yes,Long Biên, Hà Nội
11.2,80.0,18,18,7,16.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
4.1,34.0,2,2,2,,,yes,yes,Hai Bà Trưng, Hà Nội
5.25,62.0,6,4,4,9.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
5.8,70.0,4,4,3,5.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
7.1,31.0,4,5,6,,,yes,yes,Đống Đa, Hà Nội
7.45,60.0,3,3,3,3.0,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
4.35,100.0,1,1,,16.0,4.0,yes,yes,Dĩ An, Bình Dương
6.8,31.0,4,3,4,2.0,,yes,yes,Hoàng Mai, Hà Nội
6.8,90.0,3,3,2,4.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
3.5,90.0,2,1,1,5.0,5.0,yes,yes,Sơn Trà, Đà Nẵng
9.5,108.0,4,5,3,6.0,6.5,yes,yes,Vũng Tàu, Bà Rịa Vũng Tàu
15.5,58.0,5,5,4,8.0,4.5,yes,no,Quận 3, Hồ Chí Minh
5.5,44.0,4,3,4,5.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
11.2,84.0,5,5,6,6.0,7.5,yes,yes,Thanh Xuân, Hà Nội
8.25,41.0,6,,5,3.0,3.3,no,no,Hà Đông, Hà Nội
4.7,58.0,2,2,,5.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
15.8,70.0,3,4,4,2.2,,yes,yes,Đống Đa, Hà Nội
2.68,54.0,3,3,2,,,yes,yes,Bình Thạnh, Hồ Chí Minh
69.0,220.0,45,50,8,,13.5,yes,yes,Thanh Xuân, Hà Nội
6.3,30.0,4,5,4,3.0,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
6.6,34.0,4,5,4,3.0,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
12.5,40.0,4,5,7,3.5,6.7,yes,yes,Đống Đa, Hà Nội
8.98,50.0,5,5,,,,yes,yes,Hai Bà Trưng, Hà Nội
12.0,150.0,6,6,4,6.0,,yes,yes,Bình Tân, Hồ Chí Minh
9.8,35.0,3,3,6,3.0,4.0,yes,yes,Thanh Xuân, Hà Nội
4.15,45.0,3,2,2,4.0,6.5,yes,no,Quận 9, Hồ Chí Minh
8.5,100.0,2,2,1,6.0,5.3,yes,no,Gò Vấp, Hồ Chí Minh
16.9,668.0,16,16,1,8.0,14.0,yes,no,Thủ Đức, Hồ Chí Minh
25.5,170.0,8,6,4,8.0,10.0,yes,yes,Tân Bình, Hồ Chí Minh
7.5,40.0,4,5,4,,3.7,yes,yes,Bắc Từ Liêm, Hà Nội
13.0,60.0,14,14,6,,5.4,yes,yes,Nam Từ Liêm, Hà Nội
2.79,82.0,2,1,,3.0,4.0,yes,yes,Huế, Thừa Thiên Huế
15.0,210.0,6,7,3,10.0,7.0,yes,yes,Tuy Hòa, Phú Yên
11.68,46.0,5,4,5,6.0,5.6,yes,yes,Hai Bà Trưng, Hà Nội
6.01,32.0,3,3,4,3.0,3.6,yes,yes,Bình Thạnh, Hồ Chí Minh
29.6,101.0,26,26,8,4.5,,yes,yes,Nam Từ Liêm, Hà Nội
26.0,232.0,40,40,5,8.0,8.0,yes,yes,Tân Phú, Hồ Chí Minh
6.1,40.0,2,2,3,3.5,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
6.5,25.0,2,,,6.0,4.1,yes,yes,Bình Thạnh, Hồ Chí Minh
5.5,38.0,3,4,5,2.5,,yes,yes,Long Biên, Hà Nội
10.0,52.0,15,15,8,,,yes,no,Thanh Trì, Hà Nội
16.2,65.0,5,5,5,3.0,5.0,yes,yes,Cầu Giấy, Hà Nội
6.1,36.0,4,3,5,,,no,yes,Thanh Xuân, Hà Nội
11.86,45.0,4,4,5,4.0,,yes,yes,Ba Đình, Hà Nội
24.0,80.4,4,4,3,,,yes,no,Bình Thạnh, Hồ Chí Minh
5.0,88.0,4,5,4,6.0,5.1,yes,yes,Bình Chánh, Hồ Chí Minh
7.15,46.0,3,3,4,2.0,4.2,yes,yes,Đống Đa, Hà Nội
7.9,36.0,3,5,4,2.0,5.0,yes,yes,Đống Đa, Hà Nội
4.0,45.0,3,3,3,3.0,3.3,yes,yes,Tân Bình, Hồ Chí Minh
6.38,40.0,6,5,6,5.0,3.6,yes,yes,Gò Vấp, Hồ Chí Minh
25.0,6.321,3,4,1,4.5,100.0,yes,yes,Vĩnh Cửu, Đồng Nai
9.2,86.0,5,4,3,5.0,4.0,yes,no,Quận 7, Hồ Chí Minh
12.0,65.0,4,3,3,6.0,4.0,yes,yes,Nam Từ Liêm, Hà Nội
12.8,160.0,3,3,3,16.0,5.0,yes,yes,Hóc Môn, Hồ Chí Minh
14.99,70.0,5,5,5,3.0,6.0,yes,yes,Cầu Giấy, Hà Nội
7.7,40.0,3,4,5,4.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
1.15,42.0,1,1,1,3.5,3.5,yes,yes,Hải An, Hải Phòng
22.5,60.0,3,3,4,12.0,5.5,yes,yes,Hoàng Mai, Hà Nội
12.8,61.0,3,3,4,5.0,,yes,no,Bắc Từ Liêm, Hà Nội
8.5,35.0,3,4,6,4.0,3.6,yes,yes,Long Biên, Hà Nội
6.4,35.0,4,3,5,,,yes,yes,Hoàng Mai, Hà Nội
5.2,44.0,2,2,2,6.0,3.7,yes,yes,Bình Thạnh, Hồ Chí Minh
7.1,42.0,5,5,5,,,yes,no,Long Biên, Hà Nội
8.0,40.0,4,3,4,,3.4,yes,no,Thanh Xuân, Hà Nội
6.68,150.0,5,5,5,,,yes,yes,Hoàng Mai, Hà Nội
5.2,313.9,2,2,2,6.5,6.0,yes,yes,Sầm Sơn, Thanh Hóa
7.95,53.0,5,3,4,,,yes,yes,Tây Hồ, Hà Nội
17.5,60.0,4,4,6,3.0,4.3,yes,yes,Bắc Từ Liêm, Hà Nội
8.5,67.0,5,5,5,5.0,,yes,yes,Tân Bình, Hồ Chí Minh
3.85,40.0,2,1,1,2.5,3.5,yes,yes,Hoàng Mai, Hà Nội
1.2,500.0,2,1,,3.5,6.4,yes,no,Chợ Gạo, Tiền Giang
0.63,63.5,1,1,1,3.0,4.1,yes,no,Trà Vinh, Trà Vinh
14.5,172.0,24,24,3,,8.6,yes,no,Tân Phú, Hồ Chí Minh
11.1,46.0,6,,5,5.0,,yes,yes,Hà Đông, Hà Nội
38.9,171.0,18,19,8,5.0,7.7,yes,yes,Thanh Xuân, Hà Nội
8.5,86.0,1,1,2,8.0,5.8,yes,no,Quận 8, Hồ Chí Minh
25.0,80.0,6,4,6,7.0,3.7,yes,yes,Cầu Giấy, Hà Nội
8.5,108.0,4,5,4,16.0,6.0,yes,no,Nha Trang, Khánh Hòa
1.8,100.0,3,2,2,6.0,5.0,yes,yes,Vĩnh Cửu, Đồng Nai
5.95,80.0,4,5,4,7.0,5.0,yes,yes,Bình Tân, Hồ Chí Minh
5.5,100.0,3,3,3,7.5,7.5,yes,yes,Cẩm Lệ, Đà Nẵng
4.2,92.0,3,2,2,8.0,5.0,yes,no,Hóc Môn, Hồ Chí Minh
50.0,166.0,5,4,3,4.2,11.3,yes,yes,Tây Hồ, Hà Nội
9.5,73.0,1,2,2,,,yes,no,Thanh Trì, Hà Nội
6.15,30.6,3,3,5,2.0,5.0,yes,yes,Long Biên, Hà Nội
32.0,80.0,22,22,,,,yes,yes,Thanh Xuân, Hà Nội
2.8,200.7,3,2,1,3.0,10.0,yes,no,Nha Trang, Khánh Hòa
10.2,47.0,3,5,6,2.5,6.0,yes,yes,Tây Hồ, Hà Nội
7.5,54.0,5,4,4,3.0,,yes,yes,Hà Đông, Hà Nội
7.6,80.0,4,4,4,,6.0,yes,yes,Thủ Đức, Hồ Chí Minh
7.6,59.0,4,4,4,50.0,6.0,yes,yes,Thủ Đức, Hồ Chí Minh
38.0,85.0,5,5,8,10.0,7.0,yes,yes,Đống Đa, Hà Nội
18.2,57.0,6,4,5,12.0,4.1,yes,yes,Cầu Giấy, Hà Nội
6.5,80.0,4,5,4,100.0,5.0,yes,no,Thủ Đức, Hồ Chí Minh
2.4,60.0,3,3,2,,,yes,yes,Bình Thạnh, Hồ Chí Minh
6.5,1.1,2,2,1,7.0,10.0,yes,yes,Nha Trang, Khánh Hòa
12.0,54.0,5,4,5,12.0,5.0,yes,yes,Hà Đông, Hà Nội
2.45,35.0,4,2,3,,3.5,yes,yes,Bình Tân, Hồ Chí Minh
5.8,25.0,3,4,6,3.5,4.6,yes,yes,Cầu Giấy, Hà Nội
5.1,73.0,5,4,2,,,yes,no,Bình Thạnh, Hồ Chí Minh
36.9,130.0,30,30,7,,,yes,yes,Thanh Trì, Hà Nội
21.0,240.0,4,4,2,3.0,,yes,yes,Quận 5, Hồ Chí Minh
15.0,62.0,5,4,5,3.5,5.4,yes,yes,Hoàng Mai, Hà Nội
9.68,50.0,,,5,,5.5,yes,yes,Ba Đình, Hà Nội
14.2,52.0,4,3,4,,,yes,yes,Đống Đa, Hà Nội
12.5,38.0,3,5,6,,,yes,yes,Đống Đa, Hà Nội
5.68,29.0,3,2,4,3.0,3.0,yes,yes,Thanh Xuân, Hà Nội
8.2,55.0,3,4,4,2.5,4.5,yes,yes,Hoàn Kiếm, Hà Nội
10.5,50.0,4,5,4,5.0,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
8.8,52.0,3,3,4,,6.0,yes,yes,Tây Hồ, Hà Nội
7.3,38.0,4,3,4,,,yes,yes,Cầu Giấy, Hà Nội
14.7,85.7,,,4,4.0,4.2,yes,no,Quận 10, Hồ Chí Minh
7.75,32.0,3,3,5,,,yes,yes,Đống Đa, Hà Nội
12.5,37.5,4,4,6,6.0,5.0,no,no,Long Biên, Hà Nội
12.8,69.0,3,3,3,5.0,4.0,yes,yes,Nam Từ Liêm, Hà Nội
6.4,100.0,4,4,3,18.0,5.0,yes,yes,Nha Trang, Khánh Hòa
8.9,69.0,4,2,2,7.0,4.0,yes,yes,Quận 3, Hồ Chí Minh
7.0,42.7,4,3,3,,,yes,no,Nha Trang, Khánh Hòa
7.8,72.0,6,4,3,7.0,4.0,yes,yes,Quận 11, Hồ Chí Minh
3.99,40.0,3,3,3,10.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
9.3,51.0,7,5,5,4.0,3.0,yes,yes,Cầu Giấy, Hà Nội
52.0,680.0,3,3,3,8.0,17.0,yes,no,Gò Vấp, Hồ Chí Minh
10.55,64.0,4,5,3,4.0,4.0,yes,no,Tân Bình, Hồ Chí Minh
7.4,66.6,4,5,3,,,yes,no,Quận 7, Hồ Chí Minh
6.95,38.0,3,4,5,2.5,3.8,yes,yes,Đống Đa, Hà Nội
3.8,31.0,2,2,,2.5,,yes,no,Tân Bình, Hồ Chí Minh
4.3,48.0,2,2,1,4.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
10.5,70.0,3,2,2,5.0,3.7,yes,no,Tân Bình, Hồ Chí Minh
12.0,90.0,1,1,1,3.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
